training_id,employee_id,training_name,hours_completed,training_score,completion_date
1764,758,Cloud Cert,16,61,2018-01-01 10:27:12
1765,3490,Excel Bootcamp,18,81,2019-09-13 20:29:29
1766,4887,Cloud Cert,13,29,2021-08-09 21:08:11
1767,915,Cloud Cert,22,21,2020-12-02 12:34:42
1768,3564,Leadership 101,9,6,2022-08-01 08:31:24
1769,4353,Leadership 101,6,24,2022-06-14 12:09:53
1770,2181,Leadership 101,47,28,2019-04-17 09:15:49
1771,185,Excel Bootcamp,9,57,2019-10-31 21:39:17
1772,1174,Cloud Cert,18,57,2018-09-09 02:52:10
1773,2796,AI Workshop,45,81,2021-01-22 22:35:34
1774,1415,Leadership 101,33,22,2021-01-09 16:06:42
1775,277,AI Workshop,38,24,2020-09-30 01:51:33
1776,3643,Leadership 101,22,18,2021-12-24 14:38:58
1777,3849,Excel Bootcamp,33,28,2019-08-17 05:49:40
1778,4216,Excel Bootcamp,44,57,2024-02-14 07:32:02
1779,4681,AI Workshop,29,74,2018-06-12 17:18:29
1780,251,Cloud Cert,16,1,2021-02-26 13:06:09
1781,115,Cloud Cert,4,26,2024-07-20 02:30:30
1782,945,Leadership 101,36,90,2023-05-19 07:00:20
1783,3657,Leadership 101,10,33,2019-09-06 04:31:20
1784,4721,Cloud Cert,32,55,2024-02-01 16:12:25
1785,3820,AI Workshop,32,73,2022-01-03 22:35:32
1786,1809,AI Workshop,14,18,2019-01-04 17:07:24
1787,260,Cloud Cert,20,69,2019-12-22 20:26:51
1788,3728,Leadership 101,18,86,2019-10-21 11:36:36
1789,1520,Leadership 101,3,10,2023-03-07 00:30:03
1790,4708,Excel Bootcamp,6,14,2019-11-01 18:30:41
1791,3227,Leadership 101,18,76,2024-05-11 16:01:06
1792,3078,Cloud Cert,32,96,2024-10-27 22:48:21
1793,616,Leadership 101,9,39,2022-11-24 22:34:43
1794,3593,Leadership 101,26,36,2020-06-05 22:10:50
1795,4922,AI Workshop,45,51,2020-02-09 22:56:18
1796,764,Excel Bootcamp,42,50,2023-10-18 12:19:32
1797,1446,Cloud Cert,48,15,2019-11-11 06:14:26
1798,1325,Leadership 101,19,59,2018-01-24 17:42:30
1799,2418,Cloud Cert,6,33,2022-08-06 04:31:04
1800,925,Excel Bootcamp,2,80,2019-01-20 21:49:55
1801,1756,AI Workshop,28,68,2024-12-27 04:53:10
1802,1174,Excel Bootcamp,48,54,2023-09-15 07:59:54
1803,4736,Cloud Cert,20,51,2019-06-14 07:33:38
1804,1553,Cloud Cert,14,3,2023-04-08 13:50:56
1805,1615,AI Workshop,33,90,2019-11-10 03:50:27
1806,160,Cloud Cert,4,34,2018-02-28 18:08:08
1807,1180,Leadership 101,28,42,2024-05-26 02:44:57
1808,395,Cloud Cert,37,9,2021-05-16 19:02:30
1809,4940,Leadership 101,42,14,2022-04-24 01:53:29
1810,1907,Excel Bootcamp,30,97,2018-02-27 10:59:01
1811,2419,AI Workshop,18,5,2020-03-12 02:44:36
1812,1780,Leadership 101,9,92,2024-09-23 05:02:39
1813,2713,Leadership 101,7,33,2023-02-27 12:18:02
1814,324,AI Workshop,36,81,2019-03-23 11:29:13
1815,1683,Leadership 101,15,85,2023-05-15 09:48:57
1816,4608,Leadership 101,27,7,2021-12-01 22:27:09
1817,4381,Cloud Cert,49,40,2022-08-09 21:25:20
1818,1846,Excel Bootcamp,5,35,2023-05-25 00:10:10
1819,2633,Excel Bootcamp,43,71,2024-08-25 21:36:44
1820,4778,Leadership 101,38,8,2022-08-01 03:52:43
1821,2494,AI Workshop,5,60,2019-11-05 12:34:34
1822,4117,Cloud Cert,22,42,2020-05-28 07:31:28
1823,4361,Cloud Cert,23,95,2022-01-11 13:26:42
1824,1840,Leadership 101,13,5,2018-07-27 04:21:29
1825,2389,Cloud Cert,6,60,2022-07-25 23:16:41
1826,3269,AI Workshop,47,5,2019-05-02 07:34:31
1827,3205,AI Workshop,45,88,2023-10-01 14:56:51
1828,2888,Leadership 101,45,86,2021-02-03 08:20:54
1829,4367,Leadership 101,42,44,2018-11-01 21:54:09
1830,589,AI Workshop,34,77,2020-02-15 12:59:55
1831,4475,AI Workshop,2,86,2019-07-25 04:31:34
1832,943,Excel Bootcamp,9,90,2024-02-07 01:26:13
1833,1568,AI Workshop,22,65,2020-05-01 09:18:47
1834,3108,Cloud Cert,26,81,2018-11-09 03:36:07
1835,1713,Excel Bootcamp,20,83,2024-07-30 09:56:46
1836,407,Excel Bootcamp,10,2,2021-02-08 00:49:32
1837,4002,Leadership 101,21,57,2019-04-30 09:15:51
1838,855,Leadership 101,11,50,2021-03-03 04:22:38
1839,3308,AI Workshop,40,52,2023-04-07 11:44:25
1840,1691,AI Workshop,21,11,2022-10-07 08:30:39
1841,415,Leadership 101,18,30,2019-08-03 22:36:19
1842,4165,Cloud Cert,2,46,2018-07-17 00:56:08
1843,3217,Leadership 101,36,87,2022-08-26 22:19:35
1844,1067,Leadership 101,29,15,2024-12-30 01:24:19
1845,3527,Excel Bootcamp,22,60,2021-03-16 20:28:44
1846,1791,Leadership 101,16,87,2023-02-07 17:03:45
1847,194,Excel Bootcamp,24,12,2021-04-03 09:16:59
1848,799,Excel Bootcamp,2,91,2021-03-04 10:17:21
1849,3779,AI Workshop,31,6,2019-03-21 10:48:20
1850,393,Excel Bootcamp,26,94,2020-12-13 02:22:02
1851,1633,Leadership 101,7,5,2022-08-14 05:36:29
1852,28,Leadership 101,36,46,2023-01-21 14:44:04
1853,3036,Leadership 101,37,38,2018-10-02 09:39:56
1854,3832,Leadership 101,18,35,2019-07-08 21:10:49
1855,1938,Excel Bootcamp,27,55,2024-07-10 03:23:29
1856,2507,Excel Bootcamp,30,64,2024-07-19 13:54:37
1857,985,Cloud Cert,10,6,2021-08-12 15:57:23
1858,2821,Cloud Cert,41,14,2019-02-03 12:22:15
1859,809,AI Workshop,31,52,2022-01-23 16:52:48
1860,3148,Leadership 101,16,50,2024-03-01 22:59:56
1861,1226,AI Workshop,19,17,2018-09-16 20:57:02
1862,1225,Excel Bootcamp,49,9,2018-01-09 02:12:17
1863,373,Excel Bootcamp,36,40,2018-11-25 14:40:14
1864,3394,Leadership 101,33,95,2024-09-17 10:28:17
1865,2377,AI Workshop,6,36,2019-04-19 04:31:48
1866,3704,Excel Bootcamp,16,74,2019-05-16 08:52:27
1867,1203,Excel Bootcamp,45,91,2021-08-27 13:21:21
1868,4240,Excel Bootcamp,4,49,2018-10-01 01:52:02
1869,193,Leadership 101,9,52,2020-04-16 03:56:18
1870,4565,Cloud Cert,25,69,2019-03-21 08:09:27
1871,1266,Cloud Cert,23,81,2023-01-15 21:05:36
1872,4673,Excel Bootcamp,4,31,2021-05-04 14:30:54
1873,4529,Leadership 101,5,57,2024-05-19 00:11:47
1874,2095,AI Workshop,26,78,2020-05-05 22:39:18
1875,2344,Excel Bootcamp,27,87,2024-09-20 18:09:40
1876,304,Leadership 101,4,93,2021-10-08 13:34:54
1877,2464,Excel Bootcamp,21,79,2019-04-30 18:23:40
1878,3032,Excel Bootcamp,25,47,2020-12-30 13:31:14
1879,1831,Leadership 101,11,76,2018-03-27 03:15:51
1880,3745,Leadership 101,31,97,2019-09-01 18:06:56
1881,2462,Excel Bootcamp,17,60,2022-10-31 17:44:34
1882,2714,Cloud Cert,7,94,2021-01-31 22:49:23
1883,555,AI Workshop,41,22,2018-07-25 16:52:45
1884,1463,Cloud Cert,27,30,2021-06-29 08:57:29
1885,2604,Leadership 101,49,32,2022-05-12 07:08:41
1886,1102,AI Workshop,13,84,2018-12-22 11:42:19
1887,2156,AI Workshop,31,38,2021-10-14 17:18:07
1888,387,Excel Bootcamp,4,84,2020-08-06 05:41:23
1889,3931,Cloud Cert,9,2,2024-10-08 23:04:20
1890,1418,Leadership 101,43,95,2021-07-31 22:23:43
1891,522,Leadership 101,45,64,2020-08-26 14:27:56
1892,3300,AI Workshop,30,50,2023-01-30 00:35:04
1893,2082,Cloud Cert,24,55,2020-10-23 06:45:42
1894,2202,Cloud Cert,48,28,2020-03-17 03:26:31
1895,4924,Leadership 101,42,3,2022-10-05 16:04:11
1896,1154,Cloud Cert,4,59,2018-11-26 10:06:14
1897,2038,AI Workshop,3,20,2023-08-31 02:34:54
1898,4653,Leadership 101,39,99,2023-08-26 01:15:56
1899,5,Excel Bootcamp,29,62,2023-03-11 00:02:08
1900,1359,Excel Bootcamp,21,63,2023-06-24 22:08:36
1901,3481,AI Workshop,12,19,2020-09-23 00:15:39
1902,1818,Cloud Cert,18,6,2020-02-22 14:01:36
1903,727,Leadership 101,5,75,2021-10-24 15:09:32
1904,1621,AI Workshop,23,45,2023-09-09 05:00:33
1905,4138,Leadership 101,17,70,2018-02-17 01:20:44
1906,3231,Leadership 101,37,82,2023-09-11 03:26:04
1907,3743,AI Workshop,31,62,2018-09-07 07:59:52
1908,500,Excel Bootcamp,12,78,2023-06-01 04:25:09
1909,250,Leadership 101,48,14,2018-03-25 09:54:24
1910,331,Leadership 101,48,65,2022-10-07 18:40:50
1911,1873,Leadership 101,22,54,2019-10-21 10:06:21
1912,3286,AI Workshop,39,81,2024-03-27 04:32:19
1913,240,AI Workshop,45,60,2020-12-13 06:15:05
1914,4896,Excel Bootcamp,5,78,2018-01-26 09:42:28
1915,1091,Leadership 101,20,31,2021-03-23 10:07:36
1916,1215,AI Workshop,16,45,2022-11-21 14:55:00
1917,3393,Leadership 101,10,74,2024-12-01 22:58:04
1918,4268,Excel Bootcamp,12,97,2018-09-20 00:36:52
1919,3769,Cloud Cert,6,69,2021-04-03 06:01:51
1920,1701,Cloud Cert,23,80,2020-11-02 10:59:32
1921,2066,Cloud Cert,25,20,2019-04-25 13:06:53
1922,3444,Excel Bootcamp,21,48,2024-08-25 14:32:17
1923,4707,AI Workshop,19,22,2021-02-12 19:55:49
1924,1654,Leadership 101,34,40,2024-02-06 17:31:21
1925,2144,AI Workshop,40,81,2020-12-12 18:05:50
1926,2970,Cloud Cert,20,50,2020-05-14 08:31:05
1927,2337,Cloud Cert,41,50,2021-06-04 10:30:54
1928,216,Leadership 101,3,9,2019-10-26 03:59:01
1929,4022,Leadership 101,7,73,2024-01-10 06:12:18
1930,4729,Excel Bootcamp,3,79,2018-07-04 04:28:40
1931,4555,Leadership 101,43,52,2019-08-26 14:35:23
1932,3454,AI Workshop,44,46,2019-05-22 10:51:34
1933,259,AI Workshop,45,78,2024-09-27 18:45:07
1934,4775,Leadership 101,4,73,2023-12-19 09:54:32
1935,2887,AI Workshop,34,9,2023-04-19 03:26:11
1936,3468,AI Workshop,6,33,2018-02-14 01:12:02
1937,3105,Cloud Cert,21,57,2023-04-04 13:53:04
1938,4886,Cloud Cert,44,31,2020-07-06 23:20:19
1939,4003,Leadership 101,42,74,2019-11-17 03:26:05
1940,3994,Leadership 101,4,74,2019-10-22 01:58:26
1941,4563,Leadership 101,49,39,2022-02-05 16:25:31
1942,3965,Cloud Cert,12,69,2020-10-12 07:35:43
1943,429,AI Workshop,21,82,2021-08-05 13:46:53
1944,2629,Excel Bootcamp,47,53,2021-09-14 17:47:46
1945,3171,AI Workshop,34,97,2019-12-04 13:11:33
1946,1937,Excel Bootcamp,7,82,2018-01-12 13:28:40
1947,3204,Cloud Cert,40,58,2019-06-24 20:56:00
1948,4362,Excel Bootcamp,46,76,2024-11-12 04:39:04
1949,222,Leadership 101,40,89,2024-02-04 17:44:43
1950,1381,Leadership 101,21,64,2020-11-10 22:54:57
1951,2749,Leadership 101,25,27,2021-10-13 12:12:47
1952,3990,Leadership 101,6,9,2018-03-21 16:07:06
1953,4245,AI Workshop,27,49,2024-01-13 21:15:25
1954,127,Leadership 101,35,64,2021-01-12 18:34:35
1955,1264,Excel Bootcamp,44,77,2020-03-01 00:18:10
1956,2327,Cloud Cert,1,63,2023-02-09 15:54:52
1957,1631,Leadership 101,17,22,2021-08-28 16:36:46
1958,1425,AI Workshop,5,2,2024-08-12 16:04:55
1959,3949,Leadership 101,44,39,2022-03-09 11:41:28
1960,3349,Leadership 101,32,57,2021-06-28 19:25:09
1961,4193,AI Workshop,18,79,2020-02-04 10:05:13
1962,4239,Cloud Cert,45,23,2024-09-25 08:42:32
1963,1248,AI Workshop,41,62,2018-12-19 06:34:36
1964,315,Excel Bootcamp,35,13,2024-03-28 07:35:59
1965,2959,AI Workshop,36,47,2020-03-10 09:02:26
1966,3443,Excel Bootcamp,42,20,2023-10-03 13:18:56
1967,3413,Leadership 101,10,13,2019-09-16 19:51:13
1968,2674,AI Workshop,2,55,2023-01-26 23:44:48
1969,4859,Leadership 101,18,27,2024-04-15 08:15:35
1970,732,AI Workshop,35,81,2021-03-23 06:25:45
1971,422,Excel Bootcamp,43,31,2019-11-20 04:22:07
1972,2886,AI Workshop,22,90,2020-12-10 06:16:42
1973,2827,Excel Bootcamp,5,22,2023-08-30 07:47:22
1974,3448,Leadership 101,47,32,2021-08-28 22:16:44
1975,3529,AI Workshop,24,64,2024-02-20 07:35:04
1976,2545,AI Workshop,32,22,2023-08-23 06:06:59
1977,3337,Leadership 101,49,62,2023-10-06 10:56:24
1978,1402,AI Workshop,34,92,2023-04-10 10:56:55
1979,3299,Excel Bootcamp,37,47,2020-09-11 19:17:29
1980,4064,AI Workshop,49,1,2018-04-18 21:21:08
1981,3548,Leadership 101,11,68,2023-01-08 13:29:47
1982,1180,AI Workshop,10,80,2024-12-12 22:24:33
1983,2798,Cloud Cert,23,43,2019-07-05 02:22:03
1984,4371,AI Workshop,38,87,2019-04-16 13:27:16
1985,4449,AI Workshop,10,38,2019-10-25 11:23:17
1986,3031,AI Workshop,43,41,2022-10-27 18:41:58
1987,1244,Leadership 101,7,14,2023-09-17 07:20:42
1988,3332,Leadership 101,48,3,2019-04-08 07:29:13
1989,2863,Excel Bootcamp,13,65,2023-01-14 17:26:30
1990,1891,Cloud Cert,23,44,2024-03-28 06:42:16
1991,389,Leadership 101,11,16,2020-03-09 18:55:13
1992,4220,Cloud Cert,35,8,2018-06-25 11:17:02
1993,3376,AI Workshop,8,65,2023-10-12 14:44:58
1994,1406,AI Workshop,23,85,2023-07-21 17:57:47
1995,4208,AI Workshop,36,62,2019-10-29 05:06:00
1996,2895,AI Workshop,7,2,2022-12-15 22:38:23
1997,3298,Cloud Cert,10,76,2019-05-14 09:37:13
1998,2536,Excel Bootcamp,12,78,2022-07-10 02:43:45
1999,3631,Cloud Cert,31,86,2019-06-11 15:12:54
2000,2409,AI Workshop,11,56,2023-05-26 06:02:44
2001,3235,Excel Bootcamp,37,84,2022-04-30 15:36:51
2002,4143,Excel Bootcamp,26,17,2020-09-30 22:22:46
2003,2648,AI Workshop,5,61,2021-02-01 19:45:33
2004,2945,Excel Bootcamp,47,7,2024-10-27 13:40:15
2005,55,Leadership 101,7,85,2024-03-22 19:48:34
2006,2315,AI Workshop,36,34,2022-04-13 23:13:05
2007,4641,Excel Bootcamp,7,60,2022-12-17 16:41:49
2008,1990,Cloud Cert,39,22,2019-07-17 13:16:52
2009,4024,Excel Bootcamp,42,22,2024-10-20 10:00:12
2010,1344,Cloud Cert,36,21,2024-04-01 03:16:02
2011,3037,Leadership 101,6,13,2023-05-30 01:15:58
2012,3130,AI Workshop,21,70,2019-11-26 20:01:26
2013,2668,Excel Bootcamp,1,89,2020-02-29 16:20:01
2014,2322,Leadership 101,2,44,2019-03-17 01:35:29
2015,2733,Cloud Cert,3,31,2022-10-17 06:32:55
2016,3195,Leadership 101,39,25,2019-12-21 12:37:31
2017,2196,Leadership 101,34,96,2018-11-28 00:19:40
2018,1234,Cloud Cert,14,55,2019-11-03 10:25:09
2019,2805,AI Workshop,25,29,2023-03-11 01:29:59
2020,145,Leadership 101,37,35,2024-05-19 03:30:54
2021,601,Leadership 101,37,76,2018-11-03 23:16:37
2022,4869,Cloud Cert,16,80,2018-06-03 18:01:30
2023,2422,Cloud Cert,15,73,2018-10-03 13:43:44
2024,1380,Leadership 101,48,77,2021-01-12 04:19:04
2025,4833,Excel Bootcamp,24,76,2023-03-23 05:22:39
2026,783,Cloud Cert,41,90,2021-04-03 06:59:36
2027,3536,AI Workshop,8,15,2023-01-24 22:11:08
2028,998,Excel Bootcamp,2,68,2023-12-02 05:33:40
2029,2215,Excel Bootcamp,42,49,2019-01-29 15:45:29
2030,4440,Leadership 101,26,74,2020-07-16 00:52:42
2031,3333,AI Workshop,18,48,2020-01-17 19:36:38
2032,3779,Excel Bootcamp,18,44,2019-02-26 15:06:09
2033,1673,Cloud Cert,19,38,2024-05-05 16:19:19
2034,190,AI Workshop,37,12,2022-01-21 01:04:34
2035,3806,AI Workshop,33,60,2023-08-30 07:04:49
2036,4591,Leadership 101,32,86,2018-08-01 17:44:54
2037,2750,Excel Bootcamp,25,38,2022-07-15 18:01:01
2038,2494,Cloud Cert,27,64,2018-09-08 21:50:07
2039,3772,Excel Bootcamp,21,94,2019-12-17 21:29:02
2040,4529,Excel Bootcamp,23,15,2023-09-16 19:51:24
2041,681,Cloud Cert,11,36,2021-04-17 15:49:12
2042,306,Excel Bootcamp,21,69,2022-11-19 09:33:25
2043,994,AI Workshop,43,68,2020-03-01 14:49:33
2044,1402,Leadership 101,31,90,2022-10-23 17:42:09
2045,4302,Leadership 101,35,43,2019-09-30 18:10:41
2046,2488,AI Workshop,35,19,2022-10-22 05:24:16
2047,769,Excel Bootcamp,16,78,2022-12-27 20:15:04
2048,193,Excel Bootcamp,47,91,2023-02-28 22:27:55
2049,3008,Leadership 101,31,38,2023-03-05 14:35:47
2050,3330,Leadership 101,13,26,2022-09-01 11:29:48
2051,12,Cloud Cert,42,87,2023-08-06 11:42:49
2052,941,Cloud Cert,19,49,2018-12-08 06:08:44
2053,215,Cloud Cert,10,61,2018-01-24 07:25:04
2054,674,Cloud Cert,48,66,2021-01-01 13:20:09
2055,785,Leadership 101,38,77,2024-01-28 01:17:33
2056,2857,Excel Bootcamp,5,12,2019-09-19 04:34:50
2057,718,AI Workshop,47,36,2021-02-16 21:22:05
2058,2507,Leadership 101,49,67,2019-12-09 08:35:51
2059,4807,AI Workshop,4,68,2022-06-02 18:26:20
2060,4417,AI Workshop,40,31,2020-06-16 13:24:08
2061,3839,Excel Bootcamp,12,41,2023-02-06 22:02:32
2062,2288,Excel Bootcamp,45,28,2019-01-01 22:07:52
2063,15,AI Workshop,41,75,2022-02-25 08:00:37
2064,4973,Leadership 101,26,47,2023-11-18 02:54:35
2065,1190,AI Workshop,47,56,2020-06-21 17:38:23
2066,3337,Excel Bootcamp,43,80,2022-07-19 03:23:18
2067,4266,Cloud Cert,15,29,2023-08-05 15:14:40
2068,726,Excel Bootcamp,32,15,2022-10-13 02:48:58
2069,4787,Excel Bootcamp,29,85,2018-04-22 06:36:47
2070,4174,Leadership 101,30,14,2023-01-27 16:35:59
2071,739,AI Workshop,29,16,2023-01-25 22:27:27
2072,208,AI Workshop,27,91,2024-11-23 22:33:51
2073,915,AI Workshop,15,28,2019-11-16 21:03:24
2074,2921,Cloud Cert,36,78,2021-06-16 16:57:52
2075,194,Cloud Cert,28,36,2019-05-29 21:35:35
2076,100,Cloud Cert,16,10,2020-07-17 09:28:38
2077,1528,Cloud Cert,10,47,2021-06-09 21:02:25
2078,2251,Cloud Cert,34,54,2022-09-12 20:45:32
2079,2056,Excel Bootcamp,12,9,2021-03-15 21:18:46
2080,3952,Leadership 101,25,92,2022-09-30 00:12:19
2081,4805,Leadership 101,8,14,2021-04-12 01:06:33
2082,3616,Excel Bootcamp,49,64,2020-08-27 15:32:41
2083,4038,Cloud Cert,32,83,2020-03-20 15:38:50
2084,4104,Excel Bootcamp,24,57,2023-02-04 12:26:29
2085,1796,Excel Bootcamp,5,77,2022-10-18 00:11:04
2086,804,Excel Bootcamp,19,56,2023-04-11 21:13:07
2087,4249,AI Workshop,11,51,2022-10-27 01:45:13
2088,3354,Leadership 101,17,55,2021-05-20 15:28:01
2089,3375,Excel Bootcamp,28,39,2023-03-08 16:14:32
2090,3272,Cloud Cert,24,52,2020-07-29 17:05:31
2091,3087,Excel Bootcamp,38,63,2021-12-02 14:39:01
2092,1706,Cloud Cert,12,61,2019-06-01 04:32:54
2093,4493,Cloud Cert,31,67,2021-03-21 12:03:51
2094,2027,AI Workshop,7,71,2018-05-30 18:52:48
2095,3567,Leadership 101,48,28,2023-05-14 05:38:56
2096,4786,Excel Bootcamp,3,14,2021-07-13 02:35:58
2097,4092,Leadership 101,12,37,2023-11-02 10:49:36
2098,1078,Cloud Cert,26,52,2018-11-30 02:53:12
2099,1721,Excel Bootcamp,40,22,2023-11-15 06:25:17
2100,4748,Excel Bootcamp,3,95,2021-09-18 19:43:17
2101,349,Excel Bootcamp,47,1,2021-10-09 11:21:58
2102,1408,Leadership 101,38,76,2018-05-15 01:11:25
2103,3732,Excel Bootcamp,29,88,2019-12-10 06:20:17
2104,4552,AI Workshop,40,94,2019-03-19 01:16:58
2105,4093,AI Workshop,44,54,2024-02-23 11:36:47
2106,293,Leadership 101,45,46,2019-04-17 13:28:14
2107,4255,Excel Bootcamp,21,91,2024-05-15 00:51:49
2108,1503,AI Workshop,49,80,2019-04-30 15:30:11
2109,25,Excel Bootcamp,49,85,2023-03-01 05:42:04
2110,4914,Cloud Cert,29,68,2019-11-27 06:18:10
2111,1645,Cloud Cert,29,66,2023-07-23 23:07:02
2112,1544,Excel Bootcamp,46,85,2021-12-25 23:45:27
2113,3678,Excel Bootcamp,26,7,2020-07-02 10:14:13
2114,4515,Excel Bootcamp,16,71,2020-06-07 16:46:59
2115,4466,Cloud Cert,11,66,2023-04-02 00:18:37
2116,1516,AI Workshop,38,76,2020-06-28 07:55:41
2117,1813,Cloud Cert,26,1,2021-03-27 19:39:38
2118,3617,Excel Bootcamp,30,3,2018-05-02 08:27:11
2119,4353,Leadership 101,42,1,2019-04-09 11:14:59
2120,4424,AI Workshop,39,35,2020-09-01 18:48:01
2121,254,Leadership 101,23,16,2019-07-04 14:59:07
2122,2819,Cloud Cert,9,8,2018-09-25 10:40:33
2123,4750,AI Workshop,28,21,2018-09-28 09:17:18
2124,122,AI Workshop,22,5,2019-10-20 22:26:38
2125,33,Leadership 101,42,56,2020-01-30 10:55:31
2126,1284,Leadership 101,28,31,2018-06-17 10:53:06
2127,2598,Leadership 101,12,90,2024-04-15 01:00:18
2128,1177,Leadership 101,19,1,2022-11-29 20:37:57
2129,4727,AI Workshop,44,87,2023-09-16 16:49:45
2130,2537,Cloud Cert,19,13,2023-09-16 03:40:43
2131,4326,Leadership 101,47,32,2018-09-23 17:57:34
2132,201,Excel Bootcamp,20,69,2023-10-19 02:31:01
2133,555,AI Workshop,38,84,2019-08-09 22:03:39
2134,1190,Leadership 101,47,51,2022-08-13 13:00:55
2135,3107,Excel Bootcamp,20,92,2019-04-06 22:19:11
2136,951,Cloud Cert,48,7,2021-01-25 09:18:27
2137,818,Cloud Cert,2,58,2020-04-08 11:09:17
2138,846,Leadership 101,23,77,2023-07-06 04:24:15
2139,230,Excel Bootcamp,18,32,2024-12-20 07:51:50
2140,2338,Leadership 101,21,18,2024-05-15 04:15:38
2141,921,AI Workshop,31,46,2019-01-13 04:15:02
2142,2474,AI Workshop,5,8,2018-03-01 07:13:39
2143,4855,AI Workshop,8,93,2018-08-12 01:00:22
2144,1775,Leadership 101,43,84,2020-03-30 02:15:55
2145,4162,Leadership 101,15,26,2023-08-07 02:41:15
2146,4949,Leadership 101,37,18,2022-06-10 16:38:04
2147,3106,Cloud Cert,14,46,2020-11-20 23:28:43
2148,2003,Cloud Cert,28,2,2024-07-31 13:05:24
2149,927,Excel Bootcamp,10,47,2019-05-26 01:42:45
2150,666,Leadership 101,6,49,2018-07-09 13:31:02
2151,3404,AI Workshop,46,58,2022-03-08 02:10:05
2152,4221,AI Workshop,20,88,2024-08-21 18:33:42
2153,1887,Leadership 101,4,8,2019-12-09 17:10:44
2154,4464,Excel Bootcamp,46,22,2024-02-02 20:55:07
2155,2058,AI Workshop,3,98,2024-11-26 17:28:45
2156,4233,Excel Bootcamp,31,96,2021-01-15 02:31:34
2157,181,Leadership 101,20,99,2023-08-08 05:23:48
2158,1478,Cloud Cert,43,25,2018-01-05 22:39:14
2159,2134,AI Workshop,25,71,2019-01-06 15:18:48
2160,4816,Excel Bootcamp,25,78,2023-01-21 03:18:35
2161,4310,Cloud Cert,12,44,2018-03-31 23:22:27
2162,1191,Excel Bootcamp,48,29,2019-08-16 04:47:24
2163,1341,Cloud Cert,20,7,2020-05-24 08:06:02
2164,4148,Leadership 101,41,97,2019-12-20 06:50:58
2165,2244,Cloud Cert,43,81,2023-08-25 00:57:07
2166,713,AI Workshop,28,83,2022-04-27 02:37:05
2167,682,Leadership 101,31,25,2022-09-13 22:05:50
2168,587,Leadership 101,9,8,2021-08-25 22:43:33
2169,1411,AI Workshop,9,76,2020-08-24 21:11:49
2170,364,Cloud Cert,39,3,2019-05-21 12:58:05
2171,1933,Leadership 101,9,31,2018-12-02 15:05:42
2172,4473,Leadership 101,33,72,2020-03-03 12:30:39
2173,3645,Leadership 101,36,68,2023-06-10 00:41:33
2174,1098,Excel Bootcamp,38,32,2018-03-06 13:35:01
2175,727,AI Workshop,22,7,2023-04-18 13:18:47
2176,500,AI Workshop,43,14,2021-03-11 18:56:13
2177,1121,Leadership 101,49,34,2018-07-22 19:06:41
2178,1975,Leadership 101,1,69,2023-07-03 07:04:09
2179,590,AI Workshop,14,12,2020-08-11 01:32:22
2180,848,Cloud Cert,17,37,2019-05-01 04:24:13
2181,1107,Leadership 101,24,27,2019-01-12 15:11:28
2182,929,Excel Bootcamp,49,85,2020-06-09 18:05:52
2183,3113,AI Workshop,9,77,2024-06-03 19:28:29
2184,3010,Cloud Cert,10,89,2019-12-11 21:25:30
2185,2662,Cloud Cert,18,34,2018-06-11 05:16:20
2186,3761,AI Workshop,9,42,2023-07-23 10:59:48
2187,1800,Excel Bootcamp,13,64,2024-02-13 03:03:16
2188,596,Leadership 101,43,48,2022-01-08 03:07:57
2189,2261,AI Workshop,34,17,2020-12-06 05:04:47
2190,4693,Excel Bootcamp,4,21,2022-10-11 18:14:45
2191,2169,AI Workshop,43,15,2018-06-08 11:57:18
2192,2504,Cloud Cert,31,26,2020-12-16 16:05:37
2193,4521,Leadership 101,31,33,2023-05-27 22:59:21
2194,4811,Cloud Cert,27,99,2020-03-13 04:05:43
2195,1673,AI Workshop,41,90,2018-09-01 06:58:39
2196,2289,Excel Bootcamp,25,12,2024-04-20 23:27:32
2197,1632,AI Workshop,24,22,2018-10-01 05:29:25
2198,3520,Leadership 101,12,74,2023-09-23 10:39:48
2199,2980,AI Workshop,21,73,2022-11-22 06:25:59
2200,431,AI Workshop,17,98,2018-03-03 02:00:45
2201,2737,Cloud Cert,2,85,2018-12-11 21:10:46
2202,695,Leadership 101,28,97,2020-02-19 03:18:55
2203,119,AI Workshop,14,74,2018-06-09 01:19:42
2204,1930,Leadership 101,9,45,2020-09-29 07:55:42
2205,1599,Leadership 101,4,7,2018-04-01 11:38:51
2206,2812,Excel Bootcamp,5,63,2018-09-07 08:00:40
2207,490,Excel Bootcamp,49,28,2024-03-16 13:15:03
2208,2462,Cloud Cert,13,82,2020-10-10 13:41:53
2209,541,Cloud Cert,21,79,2023-04-21 03:25:34
2210,1462,Excel Bootcamp,14,40,2023-12-01 23:28:19
2211,1267,AI Workshop,18,94,2020-01-07 10:28:44
2212,1275,AI Workshop,9,89,2018-01-06 21:26:39
2213,3238,Leadership 101,26,61,2024-11-12 15:51:15
2214,283,Cloud Cert,42,50,2023-01-31 01:59:03
2215,2776,Excel Bootcamp,44,94,2022-05-22 04:44:33
2216,1058,AI Workshop,27,80,2024-03-11 11:52:09
2217,3863,Excel Bootcamp,41,10,2018-10-31 13:00:56
2218,756,Leadership 101,21,25,2018-04-22 21:49:31
